#chromosome	strand	start	end	read_name	log_lik_ratio	log_lik_methylated	log_lik_unmethylated	num_calling_strands	num_motifs	sequence
NC_000913.3	-	3502304	3502305	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.879	-0.0522	-0.931	1	1	CG
NC_000913.3	-	3502310	3502311	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.461	-0.127	-0.589	1	1	CG
NC_000913.3	-	3502315	3502316	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.662	-0.084	-0.745	1	1	CG
NC_000913.3	-	3502323	3502324	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.913	-0.0484	-0.961	1	1	CG
NC_000913.3	-	3502337	3502338	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.662	-0.084	-0.745	1	1	CG
NC_000913.3	-	3502372	3502373	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.01	-0.039	-1.05	1	1	CG
NC_000913.3	-	3502389	3502390	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.435	-0.134	-0.569	1	1	CG
NC_000913.3	-	3502396	3502397	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.8	-0.00512	-1.81	1	1	CG
NC_000913.3	-	3502407	3502408	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.8	-0.00512	-1.81	1	1	CG
NC_000913.3	-	3502419	3502420	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.15	-0.028	-1.18	1	1	CG
NC_000913.3	-	3502422	3502423	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.18	-0.0262	-1.2	1	1	CG
NC_000913.3	-	3502428	3502429	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.8	-0.00512	-1.81	1	1	CG
NC_000913.3	-	3502440	3502441	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.15	-0.028	-1.18	1	1	CG
NC_000913.3	-	3502444	3502445	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.21	-0.0244	-1.23	1	1	CG
NC_000913.3	-	3502448	3502449	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.949	-0.0446	-0.993	1	1	CG
NC_000913.3	-	3502452	3502453	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.31	-0.0191	-1.33	1	1	CG
NC_000913.3	-	3502454	3502455	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.161	-0.226	-0.387	1	1	CG
NC_000913.3	-	3502458	3502459	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.0848	-0.259	-0.344	1	1	CG
NC_000913.3	-	3502460	3502461	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.968	-0.0428	-1.01	1	1	CG
NC_000913.3	-	3502463	3502464	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.112	-0.359	-0.247	1	1	CG
NC_000913.3	-	3502475	3502476	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-1.21	-1.23	-0.0244	1	1	CG
NC_000913.3	-	3502479	3502480	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3502499	3502500	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.337	-0.163	-0.5	1	1	CG
NC_000913.3	-	3502505	3502506	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.283	-0.18	-0.464	1	1	CG
NC_000913.3	-	3502511	3502512	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.968	-1.01	-0.0428	1	1	CG
NC_000913.3	-	3502523	3502524	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.863	-0.0541	-0.917	1	1	CG
NC_000913.3	-	3502530	3502531	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.987	-1.03	-0.0409	1	1	CG
NC_000913.3	-	3502538	3502539	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.15	-0.028	-1.18	1	1	CG
NC_000913.3	-	3502551	3502552	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.0101	-0.294	-0.304	1	1	CG
NC_000913.3	-	3502559	3502560	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.639	-0.0881	-0.727	1	1	CG
NC_000913.3	-	3502578	3502579	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.15	-0.028	-1.18	1	1	CG
NC_000913.3	-	3502591	3502592	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3502594	3502595	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.596	-0.0965	-0.692	1	1	CG
NC_000913.3	-	3502596	3502597	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.239	-0.196	-0.435	1	1	CG
NC_000913.3	-	3502605	3502606	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.435	-0.569	-0.134	1	1	CG
NC_000913.3	-	3502622	3502623	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3502647	3502648	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.832	-0.058	-0.89	1	1	CG
NC_000913.3	-	3502649	3502650	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-1.03	-1.07	-0.0372	1	1	CG
NC_000913.3	-	3502658	3502659	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.913	-0.0484	-0.961	1	1	CG
NC_000913.3	-	3502668	3502669	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.35	-0.0173	-1.37	1	1	CG
NC_000913.3	-	3502670	3502671	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.49	-0.012	-1.51	1	1	CG
NC_000913.3	-	3502677	3502678	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.369	-0.522	-0.153	1	1	CG
NC_000913.3	-	3502679	3502680	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.182	-0.218	-0.4	1	1	CG
NC_000913.3	-	3502691	3502692	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.15	-0.028	-1.18	1	1	CG
NC_000913.3	-	3502714	3502715	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3502734	3502735	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.55	-0.0103	-1.56	1	1	CG
NC_000913.3	-	3502749	3502750	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.817	-0.0599	-0.877	1	1	CG
NC_000913.3	-	3502751	3502752	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-1.27	-1.29	-0.0209	1	1	CG
NC_000913.3	-	3502761	3502762	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.0237	-0.288	-0.311	1	1	CG
NC_000913.3	-	3502779	3502780	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-1.62	-1.63	-0.00857	1	1	CG
NC_000913.3	-	3502784	3502785	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-1.93	-1.93	-0.00341	1	1	CG
NC_000913.3	-	3502790	3502791	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.896	-0.0503	-0.946	1	1	CG
NC_000913.3	-	3502793	3502794	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.747	-0.0698	-0.817	1	1	CG
NC_000913.3	-	3502802	3502803	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.18	-0.0262	-1.2	1	1	CG
NC_000913.3	-	3502806	3502807	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.628	-0.0902	-0.718	1	1	CG
NC_000913.3	-	3502809	3502810	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.832	-0.058	-0.89	1	1	CG
NC_000913.3	-	3502838	3502839	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.863	-0.0541	-0.917	1	1	CG
NC_000913.3	-	3502844	3502845	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.18	-0.0262	-1.2	1	1	CG
NC_000913.3	-	3502856	3502857	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.24	-0.0226	-1.26	1	1	CG
NC_000913.3	-	3502859	3502860	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.774	-0.0658	-0.84	1	1	CG
NC_000913.3	-	3502861	3502862	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.8	-0.00512	-1.81	1	1	CG
NC_000913.3	-	3502878	3502879	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.617	-0.0923	-0.709	1	1	CG
NC_000913.3	-	3502887	3502888	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-1.93	-1.93	-0.00341	1	1	CG
NC_000913.3	-	3502889	3502890	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3502904	3502905	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-1.93	-1.93	-0.00341	1	1	CG
NC_000913.3	-	3502926	3502927	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3502938	3502939	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3502948	3502949	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	-	3502965	3502966	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3502971	3502972	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.802	-0.0619	-0.864	1	1	CG
NC_000913.3	-	3502974	3502975	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-1.93	-1.93	-0.00341	1	1	CG
NC_000913.3	-	3502983	3502984	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3502988	3502989	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-1.21	-1.23	-0.0244	1	1	CG
NC_000913.3	-	3503018	3503019	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.147	-0.232	-0.379	1	1	CG
NC_000913.3	-	3503023	3503024	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.832	-0.89	-0.058	1	1	CG
NC_000913.3	-	3503035	3503036	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3503037	3503038	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3503050	3503051	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.913	-0.961	-0.0484	1	1	CG
NC_000913.3	-	3503072	3503073	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.21	-0.0244	-1.23	1	1	CG
NC_000913.3	-	3503087	3503088	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.0101	-0.294	-0.304	1	1	CG
NC_000913.3	-	3503100	3503101	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.0643	-0.333	-0.268	1	1	CG
NC_000913.3	-	3503119	3503120	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.788	-0.0638	-0.852	1	1	CG
NC_000913.3	-	3503126	3503127	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.93	-0.00341	-1.93	1	1	CG
NC_000913.3	-	3503134	3503135	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.93	-0.0465	-0.977	1	1	CG
NC_000913.3	-	3503140	3503141	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.15	-0.028	-1.18	1	1	CG
NC_000913.3	-	3503142	3503143	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.07	-0.0335	-1.11	1	1	CG
NC_000913.3	-	3503144	3503145	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.7	-0.00684	-1.71	1	1	CG
NC_000913.3	-	3503153	3503154	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.44	-0.0138	-1.45	1	1	CG
NC_000913.3	-	3503179	3503180	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.168	-0.224	-0.391	1	1	CG
NC_000913.3	-	3503186	3503187	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.35	-0.0173	-1.37	1	1	CG
NC_000913.3	-	3503189	3503190	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.55	-0.0103	-1.56	1	1	CG
NC_000913.3	-	3503198	3503199	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.41	-0.141	-0.551	1	1	CG
NC_000913.3	-	3503201	3503202	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.7	-0.00684	-1.71	1	1	CG
NC_000913.3	-	3503212	3503213	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.7	-0.00684	-1.71	1	1	CG
NC_000913.3	-	3503227	3503228	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.0101	-0.294	-0.304	1	1	CG
NC_000913.3	-	3503237	3503238	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.747	-0.817	-0.0698	1	1	CG
NC_000913.3	-	3503245	3503246	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.847	-0.0561	-0.903	1	1	CG
NC_000913.3	-	3503257	3503258	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.35	-0.0173	-1.37	1	1	CG
NC_000913.3	-	3503271	3503272	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.488	-0.609	-0.12	1	1	CG
NC_000913.3	-	3503276	3503277	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-1.27	-1.29	-0.0209	1	1	CG
NC_000913.3	-	3503287	3503288	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.361	-0.155	-0.516	1	1	CG
NC_000913.3	-	3503312	3503313	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3503321	3503322	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.949	-0.993	-0.0446	1	1	CG
NC_000913.3	-	3503345	3503346	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3503349	3503350	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.1	-0.0317	-1.13	1	1	CG
NC_000913.3	-	3503357	3503358	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.0304	-0.315	-0.284	1	1	CG
NC_000913.3	-	3503360	3503361	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.369	-0.522	-0.153	1	1	CG
NC_000913.3	-	3503380	3503381	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.93	-0.00341	-1.93	1	1	CG
NC_000913.3	-	3503387	3503388	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.968	-0.0428	-1.01	1	1	CG
NC_000913.3	-	3503390	3503391	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.565	-0.103	-0.668	1	1	CG
NC_000913.3	-	3503396	3503397	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.55	-0.0103	-1.56	1	1	CG
NC_000913.3	-	3503420	3503421	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.575	-0.101	-0.676	1	1	CG
NC_000913.3	-	3503430	3503431	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.65	-0.086	-0.736	1	1	CG
NC_000913.3	-	3503432	3503433	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.913	-0.0484	-0.961	1	1	CG
NC_000913.3	-	3503441	3503442	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.18	-0.0262	-1.2	1	1	CG
NC_000913.3	-	3503450	3503451	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.24	-0.0226	-1.26	1	1	CG
NC_000913.3	-	3503456	3503457	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.18	-0.0262	-1.2	1	1	CG
NC_000913.3	-	3503465	3503466	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3503492	3503493	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.39	-0.0155	-1.41	1	1	CG
NC_000913.3	-	3503503	3503504	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.401	-0.143	-0.545	1	1	CG
NC_000913.3	-	3503522	3503523	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-1.31	-1.33	-0.0191	1	1	CG
NC_000913.3	-	3503524	3503525	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3503542	3503543	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.65	-0.736	-0.086	1	1	CG
NC_000913.3	-	3503549	3503550	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.747	-0.0698	-0.817	1	1	CG
NC_000913.3	-	3503567	3503568	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.722	-0.0738	-0.795	1	1	CG
NC_000913.3	-	3503572	3503573	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-1.7	-1.71	-0.00684	1	1	CG
NC_000913.3	-	3503585	3503586	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.0848	-0.259	-0.344	1	1	CG
NC_000913.3	-	3503591	3503592	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3503600	3503601	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.1	-0.0317	-1.13	1	1	CG
NC_000913.3	-	3503617	3503618	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.639	-0.727	-0.0881	1	1	CG
NC_000913.3	-	3503638	3503639	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.44	-0.0138	-1.45	1	1	CG
NC_000913.3	-	3503645	3503646	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.27	-0.0209	-1.29	1	1	CG
NC_000913.3	-	3503663	3503664	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.39	-0.0155	-1.41	1	1	CG
NC_000913.3	-	3503668	3503669	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.44	-0.0138	-1.45	1	1	CG
NC_000913.3	-	3503678	3503679	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.21	-0.0244	-1.23	1	1	CG
NC_000913.3	-	3503683	3503684	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.575	-0.101	-0.676	1	1	CG
NC_000913.3	-	3503688	3503689	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.377	-0.151	-0.527	1	1	CG
NC_000913.3	-	3503704	3503705	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3503715	3503716	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.802	-0.864	-0.0619	1	1	CG
NC_000913.3	-	3503720	3503721	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.35	-0.0173	-1.37	1	1	CG
NC_000913.3	-	3503740	3503741	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.12	-0.0298	-1.15	1	1	CG
NC_000913.3	-	3503753	3503754	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.802	-0.0619	-0.864	1	1	CG
NC_000913.3	-	3503774	3503775	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.55	-0.0103	-1.56	1	1	CG
NC_000913.3	-	3503776	3503777	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.93	-0.00341	-1.93	1	1	CG
NC_000913.3	-	3503787	3503788	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.239	-0.435	-0.196	1	1	CG
NC_000913.3	-	3503803	3503804	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-1.12	-1.15	-0.0298	1	1	CG
NC_000913.3	-	3503809	3503810	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.35	-0.0173	-1.37	1	1	CG
NC_000913.3	-	3503816	3503817	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.949	-0.0446	-0.993	1	1	CG
NC_000913.3	-	3503831	3503832	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.8	-0.00512	-1.81	1	1	CG
NC_000913.3	-	3503839	3503840	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.555	-0.105	-0.66	1	1	CG
NC_000913.3	-	3503849	3503850	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.044	-0.278	-0.322	1	1	CG
NC_000913.3	-	3503861	3503862	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.01	-0.039	-1.05	1	1	CG
NC_000913.3	-	3503872	3503873	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.321	-0.168	-0.489	1	1	CG
NC_000913.3	-	3503887	3503888	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.55	-0.0103	-1.56	1	1	CG
NC_000913.3	-	3503893	3503894	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3503899	3503900	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.761	-0.0678	-0.828	1	1	CG
NC_000913.3	-	3503908	3503909	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-1.7	-1.71	-0.00684	1	1	CG
NC_000913.3	-	3503915	3503916	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-1.62	-1.63	-0.00857	1	1	CG
NC_000913.3	-	3503917	3503918	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.968	-1.01	-0.0428	1	1	CG
NC_000913.3	-	3503920	3503921	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.93	-0.00341	-1.93	1	1	CG
NC_000913.3	-	3503939	3503940	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.697	-0.0778	-0.775	1	1	CG
NC_000913.3	-	3503958	3503959	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.182	-0.218	-0.4	1	1	CG
NC_000913.3	-	3503964	3503965	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.24	-0.0226	-1.26	1	1	CG
NC_000913.3	-	3503978	3503979	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.7	-0.00684	-1.71	1	1	CG
NC_000913.3	-	3503984	3503985	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.596	-0.692	-0.0965	1	1	CG
NC_000913.3	-	3503999	3504000	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3504006	3504007	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.968	-0.0428	-1.01	1	1	CG
NC_000913.3	-	3504019	3504020	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.606	-0.0944	-0.701	1	1	CG
NC_000913.3	-	3504046	3504047	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.93	-0.0465	-0.977	1	1	CG
NC_000913.3	-	3504061	3504062	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	-	3504066	3504067	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.565	-0.103	-0.668	1	1	CG
NC_000913.3	-	3504089	3504090	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.596	-0.0965	-0.692	1	1	CG
NC_000913.3	-	3504095	3504096	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.987	-0.0409	-1.03	1	1	CG
NC_000913.3	-	3504099	3504100	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.18	-0.0262	-1.2	1	1	CG
NC_000913.3	-	3504105	3504106	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	2.11	-0.0017	-2.11	1	1	CG
NC_000913.3	-	3504124	3504125	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.232	-0.199	-0.431	1	1	CG
NC_000913.3	-	3504143	3504144	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.507	-0.116	-0.623	1	1	CG
NC_000913.3	-	3504161	3504162	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.93	-0.00341	-1.93	1	1	CG
NC_000913.3	-	3504167	3504168	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.44	-0.0138	-1.45	1	1	CG
NC_000913.3	-	3504188	3504189	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.596	-0.692	-0.0965	1	1	CG
NC_000913.3	-	3504195	3504196	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.21	-0.0244	-1.23	1	1	CG
NC_000913.3	-	3504207	3504208	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.453	-0.129	-0.582	1	1	CG
NC_000913.3	-	3504221	3504222	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.93	-0.0465	-0.977	1	1	CG
NC_000913.3	-	3504236	3504237	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.896	-0.0503	-0.946	1	1	CG
NC_000913.3	-	3504239	3504240	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.7	-0.00684	-1.71	1	1	CG
NC_000913.3	-	3504249	3504250	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	2.11	-0.0017	-2.11	1	1	CG
NC_000913.3	-	3504296	3504297	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.31	-0.0191	-1.33	1	1	CG
NC_000913.3	-	3504323	3504324	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.291	-0.178	-0.469	1	1	CG
NC_000913.3	-	3504332	3504333	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.15	-0.028	-1.18	1	1	CG
NC_000913.3	-	3504349	3504350	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	1.1	-0.0317	-1.13	1	1	CG
NC_000913.3	-	3504352	3504353	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-0.788	-0.852	-0.0638	1	1	CG
NC_000913.3	-	3504368	3504369	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3504378	3504379	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	0.987	-0.0409	-1.03	1	1	CG
