Pos	Score	Read_ID	Strand
3505483	-0.9875466540279656	45e5f126-fdf4-4b5f-ae9f-967e3a11d088	-
3505483	-1.6168122883855216	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3505499	-1.943230044456251	2bd811d2-434f-4e52-9839-7a3c0fe8512a	+
3505499	2.807935767867087	f931a7cf-380d-4a0a-a631-746b881c8cd8	+
3505499	-0.17500773349056248	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3505499	-3.2215972317540045	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3505499	-1.2807420154260898	421fce76-3e99-4738-81a0-663bafd97498	+
3505499	-2.184685202720784	21a26cb9-0be2-4670-8694-a3cee91d49b8	+
3505499	-0.597818515169731	4fc94260-507c-43df-a034-3136a54ec5e3	+
3505499	-2.96524590333738	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	+
3505499	-1.649500234526318	466215ec-9922-4e12-a429-2be1d99af3ee	+
3505499	0.8705138752367261	c82546fa-0b64-403a-a249-fbb871a59d07	+
3505499	-0.6964207181590034	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3505499	2.187340002704593	89976420-89a1-4e30-a790-4a324bbb91ee	+
3505499	-1.327053948347117	b9615850-baee-4328-8829-6ad95b1e974e	+
3505499	-2.5707288872890834	658a369c-1af7-4f75-bdff-bf63ce168445	+
3505499	-3.4385983529471034	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3505499	0.46811359666398206	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3505499	-2.934450032368262	256a655c-b3f3-4131-805f-500052090c21	+
3505499	0.6385706753013012	326ca800-e7d2-4bc7-a4f5-373d2913ba29	+
3505499	-0.147856430161164	0cad7c09-525e-4ee0-b322-844abc6a6f22	+
3505499	-1.3341566093139654	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3505499	-2.730852939739726	f0559090-21fc-4611-89bf-2cc0e98184bb	+
3505499	-2.7795411341858207	f47cefa7-6517-48b7-96c1-2dffec98d965	+
3505499	-2.962895038426733	8386596c-ff56-4032-b54e-8f062c194b16	+
3505500	0.38267004668161686	f58b24c2-f531-491e-b7ff-feed0e0a6184	-
3505500	-1.6680644990066824	b93e68e5-a480-4ac7-a809-2346f4bc4d0f	-
3505500	-2.3828505821928285	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3505500	-3.0302242672580904	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3505500	-1.495750800328392	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3505500	-2.0447058112628413	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3505500	0.6013041316057224	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3505500	-4.561141354825013	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3505500	-3.577084356317819	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3505500	-0.7181749749912159	4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	-
3505500	1.4081753520718499	80a5fdf7-03b6-43b1-9165-f1179c572e93	-
3505500	-3.5063153420850934	ac694169-bb0f-4394-81a6-0318ac28fa4f	-
3505500	-2.7184302867656034	45e5f126-fdf4-4b5f-ae9f-967e3a11d088	-
3505500	-1.7933379291968712	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3505500	-3.3186483931161708	094dfe6b-23ed-4195-8876-805a399fade5	-
3505500	-2.929617946923491	5aa9cfa8-1180-4f63-a66d-506b88f9e6a5	-
3505513	-0.3596809222410418	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3505513	0.05276303604976257	658a369c-1af7-4f75-bdff-bf63ce168445	+
3505513	-1.2549556028824185	466215ec-9922-4e12-a429-2be1d99af3ee	+
3505513	-0.15314663065933923	8386596c-ff56-4032-b54e-8f062c194b16	+
3505513	-1.2172512772220345	89976420-89a1-4e30-a790-4a324bbb91ee	+
3505513	-0.7050019007779271	21a26cb9-0be2-4670-8694-a3cee91d49b8	+
3505513	-0.9821145083360157	4fc94260-507c-43df-a034-3136a54ec5e3	+
3505513	-1.110199603768668	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	+
3505513	-2.72523325312726	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3505513	1.4549670690487488	f47cefa7-6517-48b7-96c1-2dffec98d965	+
3505513	-2.032786427423514	2bd811d2-434f-4e52-9839-7a3c0fe8512a	+
3505513	-2.259480670409707	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3505513	-1.6059900490666643	b9615850-baee-4328-8829-6ad95b1e974e	+
3505513	0.3129583814740418	f931a7cf-380d-4a0a-a631-746b881c8cd8	+
3505513	-0.18725572465843104	421fce76-3e99-4738-81a0-663bafd97498	+
3505513	-0.3131502461601898	0cad7c09-525e-4ee0-b322-844abc6a6f22	+
3505513	-1.8131678996815797	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3505513	-3.306062233280362	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3505513	-0.7521597490214177	256a655c-b3f3-4131-805f-500052090c21	+
3505513	-0.6005541743177178	f0559090-21fc-4611-89bf-2cc0e98184bb	+
3505513	-2.1225209866671255	326ca800-e7d2-4bc7-a4f5-373d2913ba29	+
3505513	1.7789788060897325	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3505513	-2.1703741098802705	c82546fa-0b64-403a-a249-fbb871a59d07	+
3505514	-0.9655345137041629	45e5f126-fdf4-4b5f-ae9f-967e3a11d088	-
3505514	-0.1883852165317712	5aa9cfa8-1180-4f63-a66d-506b88f9e6a5	-
3505514	0.925516953855499	4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	-
3505514	-4.135635562298036	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3505514	-1.6794121634276198	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3505514	-1.6356283032943992	80a5fdf7-03b6-43b1-9165-f1179c572e93	-
3505514	-0.8541294411008412	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3505514	-1.1569034159768807	ac694169-bb0f-4394-81a6-0318ac28fa4f	-
3505514	-1.2115443384820999	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3505514	-0.06800138241055104	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3505514	-2.3609278850618414	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3505514	-2.021856654204614	094dfe6b-23ed-4195-8876-805a399fade5	-
3505514	-3.197503741242552	f58b24c2-f531-491e-b7ff-feed0e0a6184	-
3505514	-0.351680896272396	b93e68e5-a480-4ac7-a809-2346f4bc4d0f	-
3505514	-2.076127673529716	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3505514	-1.162074939379886	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3505520	6.369316676227659	8386596c-ff56-4032-b54e-8f062c194b16	+
3505520	1.0450984827350087	89976420-89a1-4e30-a790-4a324bbb91ee	+
3505520	-4.517408644264111	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3505520	-3.980285141444399	f47cefa7-6517-48b7-96c1-2dffec98d965	+
3505520	4.671322337018211	0cad7c09-525e-4ee0-b322-844abc6a6f22	+
3505520	-4.942242732284177	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3505520	-2.8577467100556744	4fc94260-507c-43df-a034-3136a54ec5e3	+
3505520	2.6140987263795274	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3505520	-1.2049130967305568	f0559090-21fc-4611-89bf-2cc0e98184bb	+
3505520	1.1750452695907243	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	+
3505520	1.255462386794695	326ca800-e7d2-4bc7-a4f5-373d2913ba29	+
3505520	-1.0244609047948168	2bd811d2-434f-4e52-9839-7a3c0fe8512a	+
3505520	-0.24628382948991367	c82546fa-0b64-403a-a249-fbb871a59d07	+
3505520	5.843710848821701	421fce76-3e99-4738-81a0-663bafd97498	+
3505520	2.110589006579416	b9615850-baee-4328-8829-6ad95b1e974e	+
3505520	-1.8827368511327063	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3505520	-0.4840231131047794	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3505520	0.026319626548442665	21a26cb9-0be2-4670-8694-a3cee91d49b8	+
3505520	-2.3108991816486046	466215ec-9922-4e12-a429-2be1d99af3ee	+
3505520	-3.0345510732916083	256a655c-b3f3-4131-805f-500052090c21	+
3505520	-0.5963263249978531	658a369c-1af7-4f75-bdff-bf63ce168445	+
3505520	-1.6108299993501807	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3505520	-3.7789301610149493	f931a7cf-380d-4a0a-a631-746b881c8cd8	+
3505521	-0.11368376101893057	ac694169-bb0f-4394-81a6-0318ac28fa4f	-
3505521	-3.017405041959167	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3505521	0.30967712210166576	4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	-
3505521	-0.44373134714733214	094dfe6b-23ed-4195-8876-805a399fade5	-
3505521	-0.02963788936526604	b93e68e5-a480-4ac7-a809-2346f4bc4d0f	-
3505521	-1.4877930334085137	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3505521	-0.4917379861381456	f58b24c2-f531-491e-b7ff-feed0e0a6184	-
3505521	-0.38943572556947803	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3505521	-0.22111592050718346	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3505521	-1.80933194716235	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3505521	-0.32512770012737535	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3505521	0.09733545414192632	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3505521	-1.0015383759950538	45e5f126-fdf4-4b5f-ae9f-967e3a11d088	-
3505521	-1.9227920188078687	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3505521	-1.3762786487645098	5aa9cfa8-1180-4f63-a66d-506b88f9e6a5	-
3505521	-1.7574268877126547	80a5fdf7-03b6-43b1-9165-f1179c572e93	-
3505535	2.3647745090932886	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3505535	5.623117078146458	89976420-89a1-4e30-a790-4a324bbb91ee	+
3505535	-3.2780927054833495	256a655c-b3f3-4131-805f-500052090c21	+
3505535	4.300741295227814	21a26cb9-0be2-4670-8694-a3cee91d49b8	+
3505535	0.5505547102140038	0cad7c09-525e-4ee0-b322-844abc6a6f22	+
3505535	3.1043776839307426	8386596c-ff56-4032-b54e-8f062c194b16	+
3505535	-3.4526625735825465	f47cefa7-6517-48b7-96c1-2dffec98d965	+
3505535	2.034871693169583	466215ec-9922-4e12-a429-2be1d99af3ee	+
3505535	-1.601868233309177	4fc94260-507c-43df-a034-3136a54ec5e3	+
3505535	-1.5743714660729724	c82546fa-0b64-403a-a249-fbb871a59d07	+
3505535	-3.7459641796583547	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3505535	-0.5707553840468864	658a369c-1af7-4f75-bdff-bf63ce168445	+
3505535	-1.8662022155004503	2bd811d2-434f-4e52-9839-7a3c0fe8512a	+
3505535	-4.403545932943506	326ca800-e7d2-4bc7-a4f5-373d2913ba29	+
3505535	-1.1104578346467122	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3505535	1.0357871559143998	f0559090-21fc-4611-89bf-2cc0e98184bb	+
3505535	-2.4348764819301563	f931a7cf-380d-4a0a-a631-746b881c8cd8	+
3505535	-2.8001211423420154	421fce76-3e99-4738-81a0-663bafd97498	+
3505535	0.9293377333617656	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3505535	-3.517555993146099	b9615850-baee-4328-8829-6ad95b1e974e	+
3505535	-2.067272229617515	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3505535	-3.085071112097059	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3505535	-3.4031117416506076	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	+
3505536	-3.906974900491564	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3505536	-2.5749339295737634	b93e68e5-a480-4ac7-a809-2346f4bc4d0f	-
3505536	-3.8622563172355546	45e5f126-fdf4-4b5f-ae9f-967e3a11d088	-
3505536	-5.569077210460293	094dfe6b-23ed-4195-8876-805a399fade5	-
3505536	-1.270655347027371	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3505536	-0.5910643877044914	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3505536	-0.5264349741079182	4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	-
3505536	-3.560305504548521	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3505536	-5.632918530653165	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3505536	-2.8422044879638397	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3505536	-3.4742598411139913	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3505536	-2.191189024623072	80a5fdf7-03b6-43b1-9165-f1179c572e93	-
3505536	0.33156643933273267	f58b24c2-f531-491e-b7ff-feed0e0a6184	-
3505536	-1.2935080696774366	ac694169-bb0f-4394-81a6-0318ac28fa4f	-
3505536	-4.653014893598415	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3505536	-1.4461279901898672	5aa9cfa8-1180-4f63-a66d-506b88f9e6a5	-
3505537	3.039748698718208	8386596c-ff56-4032-b54e-8f062c194b16	+
3505537	-5.541881596872217	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3505537	-2.468190034240343	326ca800-e7d2-4bc7-a4f5-373d2913ba29	+
3505537	-6.202357827072069	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	+
3505537	-4.1858779931613626	f931a7cf-380d-4a0a-a631-746b881c8cd8	+
3505537	-5.520532426389012	421fce76-3e99-4738-81a0-663bafd97498	+
3505537	5.489719793754535	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3505537	-1.9063787081905306	256a655c-b3f3-4131-805f-500052090c21	+
3505537	-3.939598223676304	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3505537	-0.19633800484616892	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3505537	-0.8262912059878298	2bd811d2-434f-4e52-9839-7a3c0fe8512a	+
3505537	-0.6460341747079899	b9615850-baee-4328-8829-6ad95b1e974e	+
3505537	1.3612821761376876	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3505537	-3.720174201738484	4fc94260-507c-43df-a034-3136a54ec5e3	+
3505537	-5.6308795911037155	f47cefa7-6517-48b7-96c1-2dffec98d965	+
3505537	2.912394559004019	466215ec-9922-4e12-a429-2be1d99af3ee	+
3505537	-2.0727329842646016	c82546fa-0b64-403a-a249-fbb871a59d07	+
3505537	0.6405647881994186	f0559090-21fc-4611-89bf-2cc0e98184bb	+
3505537	3.9127254814206527	21a26cb9-0be2-4670-8694-a3cee91d49b8	+
3505537	-0.3924712245488832	0cad7c09-525e-4ee0-b322-844abc6a6f22	+
3505537	4.130673346657761	89976420-89a1-4e30-a790-4a324bbb91ee	+
3505537	-4.850768765622536	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3505537	1.0979932734202598	658a369c-1af7-4f75-bdff-bf63ce168445	+
3505538	-3.9593586585961402	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3505538	-4.18854287221415	094dfe6b-23ed-4195-8876-805a399fade5	-
3505538	-2.269643140703667	5aa9cfa8-1180-4f63-a66d-506b88f9e6a5	-
3505538	-3.3758720475867454	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3505538	-4.539008130826344	b93e68e5-a480-4ac7-a809-2346f4bc4d0f	-
3505538	-1.2036309830122893	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3505538	-3.1134332589822664	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3505538	-2.674042919026725	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3505538	-0.11441763397360584	ac694169-bb0f-4394-81a6-0318ac28fa4f	-
3505538	-1.3067292850097025	80a5fdf7-03b6-43b1-9165-f1179c572e93	-
3505538	-2.1322828662796716	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3505538	-0.896910517179608	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3505538	-4.65200225716336	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3505538	-0.3827847687596705	f58b24c2-f531-491e-b7ff-feed0e0a6184	-
3505538	-2.8423058500222087	45e5f126-fdf4-4b5f-ae9f-967e3a11d088	-
3505538	-2.336609589153357	4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	-
3505539	0.04358572753551937	658a369c-1af7-4f75-bdff-bf63ce168445	+
3505539	-3.990829445080729	f931a7cf-380d-4a0a-a631-746b881c8cd8	+
3505539	-3.5217917361585913	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	+
3505539	-3.190257279401683	326ca800-e7d2-4bc7-a4f5-373d2913ba29	+
3505539	1.1571832349944478	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3505539	-5.96616198983317	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3505539	-6.611831594110458	f47cefa7-6517-48b7-96c1-2dffec98d965	+
3505539	2.0013825399566234	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3505539	2.435901063939378	f0559090-21fc-4611-89bf-2cc0e98184bb	+
3505539	0.3379582977604791	c82546fa-0b64-403a-a249-fbb871a59d07	+
3505539	-0.6916534808956627	89976420-89a1-4e30-a790-4a324bbb91ee	+
3505539	-2.509510997281792	2bd811d2-434f-4e52-9839-7a3c0fe8512a	+
3505539	0.861724413097905	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3505539	-4.068997244472096	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3505539	3.243707087205821	8386596c-ff56-4032-b54e-8f062c194b16	+
3505539	-5.1076341118554796	421fce76-3e99-4738-81a0-663bafd97498	+
3505539	-0.1461751174587022	b9615850-baee-4328-8829-6ad95b1e974e	+
3505539	5.239264728190868	466215ec-9922-4e12-a429-2be1d99af3ee	+
3505539	2.6949885295834948	21a26cb9-0be2-4670-8694-a3cee91d49b8	+
3505539	-5.523600322406746	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3505539	-1.382598876171512	256a655c-b3f3-4131-805f-500052090c21	+
3505539	-2.947129753525664	4fc94260-507c-43df-a034-3136a54ec5e3	+
3505539	2.7372672677294547	0cad7c09-525e-4ee0-b322-844abc6a6f22	+
3505540	-1.4954639902674471	45e5f126-fdf4-4b5f-ae9f-967e3a11d088	-
3505540	-1.7917545609601424	094dfe6b-23ed-4195-8876-805a399fade5	-
3505540	-3.094573248840807	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3505540	-4.912549459735023	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3505540	-4.44117830665963	b93e68e5-a480-4ac7-a809-2346f4bc4d0f	-
3505540	1.296194827451945	f58b24c2-f531-491e-b7ff-feed0e0a6184	-
3505540	-3.8191256025993185	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3505540	-2.234496747493238	80a5fdf7-03b6-43b1-9165-f1179c572e93	-
3505540	-2.6384667208722066	5aa9cfa8-1180-4f63-a66d-506b88f9e6a5	-
3505540	-0.05155818101535532	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3505540	-5.7686942833542	4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	-
3505540	-0.2558953915610089	ac694169-bb0f-4394-81a6-0318ac28fa4f	-
3505540	0.8190132173077629	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3505540	-1.4351470374570021	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3505540	-2.287884211135725	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3505540	-2.6463426459580073	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3505544	-1.6412138607886286	c82546fa-0b64-403a-a249-fbb871a59d07	+
3505544	-1.8605262552157575	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3505544	0.9293129921627378	8386596c-ff56-4032-b54e-8f062c194b16	+
3505544	-1.5363769226217991	4fc94260-507c-43df-a034-3136a54ec5e3	+
3505544	-2.457657442881132	f0559090-21fc-4611-89bf-2cc0e98184bb	+
3505544	-0.3318768943362866	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3505544	-0.9403846233078653	2bd811d2-434f-4e52-9839-7a3c0fe8512a	+
3505544	-3.3578810001299373	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3505544	-1.8312461224651941	658a369c-1af7-4f75-bdff-bf63ce168445	+
3505544	2.5338744650215177	0cad7c09-525e-4ee0-b322-844abc6a6f22	+
3505544	-3.1031856505193067	89976420-89a1-4e30-a790-4a324bbb91ee	+
3505544	-0.9795888161658839	21a26cb9-0be2-4670-8694-a3cee91d49b8	+
3505544	-3.423185562626278	421fce76-3e99-4738-81a0-663bafd97498	+
3505544	-2.210726325546016	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3505544	-1.4480341155467606	256a655c-b3f3-4131-805f-500052090c21	+
3505544	-1.3450784812380259	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3505544	0.8398340088726798	466215ec-9922-4e12-a429-2be1d99af3ee	+
3505544	-2.0068965124862785	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	+
3505544	-0.11244803166916503	326ca800-e7d2-4bc7-a4f5-373d2913ba29	+
3505544	-1.9706882184932994	f931a7cf-380d-4a0a-a631-746b881c8cd8	+
3505544	1.8577916227486415	b9615850-baee-4328-8829-6ad95b1e974e	+
3505544	-3.7895334430733842	f47cefa7-6517-48b7-96c1-2dffec98d965	+
3505544	-4.538663313627331	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3505545	-2.04052549505624	5aa9cfa8-1180-4f63-a66d-506b88f9e6a5	-
3505545	-0.19509278478315978	f58b24c2-f531-491e-b7ff-feed0e0a6184	-
3505545	-4.3454500716440805	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3505545	-4.292679222928333	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3505545	1.9555152212199085	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3505545	-1.540450407745899	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3505545	-0.09351508677814277	094dfe6b-23ed-4195-8876-805a399fade5	-
3505545	-1.0001061894111518	4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	-
3505545	-1.2131102484909557	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3505545	-2.4278284979421585	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3505545	-2.791093190764227	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3505545	1.4508265129644793	80a5fdf7-03b6-43b1-9165-f1179c572e93	-
3505545	-2.902134067428226	ac694169-bb0f-4394-81a6-0318ac28fa4f	-
3505545	3.102856298974615	45e5f126-fdf4-4b5f-ae9f-967e3a11d088	-
3505545	-2.4785634453705985	b93e68e5-a480-4ac7-a809-2346f4bc4d0f	-
3505545	1.7961027753856853	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3505567	-0.19108596132145836	658a369c-1af7-4f75-bdff-bf63ce168445	+
3505567	-2.066557186504189	89976420-89a1-4e30-a790-4a324bbb91ee	+
3505567	-2.1955109235850947	0cad7c09-525e-4ee0-b322-844abc6a6f22	+
3505567	-1.822056870570766	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3505567	-2.38449497053553	b9615850-baee-4328-8829-6ad95b1e974e	+
3505567	-2.0019258231448696	2bd811d2-434f-4e52-9839-7a3c0fe8512a	+
3505567	1.3569717706606534	421fce76-3e99-4738-81a0-663bafd97498	+
3505567	0.5143350713053939	256a655c-b3f3-4131-805f-500052090c21	+
3505567	-0.3751274643431754	8386596c-ff56-4032-b54e-8f062c194b16	+
3505567	-0.412049313937655	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3505567	4.670471491247356	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3505567	-1.1990980795674857	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3505567	-2.477770279142703	f47cefa7-6517-48b7-96c1-2dffec98d965	+
3505567	-2.4850651698652677	326ca800-e7d2-4bc7-a4f5-373d2913ba29	+
3505567	-0.8992359613100677	f931a7cf-380d-4a0a-a631-746b881c8cd8	+
3505567	-0.6104074132503243	466215ec-9922-4e12-a429-2be1d99af3ee	+
3505567	-1.6083325906644728	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	+
3505567	-1.5657878237865748	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3505567	-1.589718458652138	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3505567	-1.6265509131146374	4fc94260-507c-43df-a034-3136a54ec5e3	+
3505567	-4.031450278234575	c82546fa-0b64-403a-a249-fbb871a59d07	+
3505567	-0.6182268607144381	21a26cb9-0be2-4670-8694-a3cee91d49b8	+
3505567	-4.094523438608864	f0559090-21fc-4611-89bf-2cc0e98184bb	+
3505568	-1.810806027162048	80a5fdf7-03b6-43b1-9165-f1179c572e93	-
3505568	-2.1484222571551217	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3505568	-3.0080957092791567	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3505568	-2.9478325156354743	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3505568	-0.7581410547655141	ac694169-bb0f-4394-81a6-0318ac28fa4f	-
3505568	-1.914715325168187	094dfe6b-23ed-4195-8876-805a399fade5	-
3505568	-2.652468942149218	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3505568	-2.744901375631279	b93e68e5-a480-4ac7-a809-2346f4bc4d0f	-
3505568	-2.8936377221117886	4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	-
3505568	2.9779362715131543	f58b24c2-f531-491e-b7ff-feed0e0a6184	-
3505568	1.527970658657397	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3505568	-2.5253447643140734	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3505568	-1.1170591752119081	45e5f126-fdf4-4b5f-ae9f-967e3a11d088	-
3505568	-3.784997730432433	5aa9cfa8-1180-4f63-a66d-506b88f9e6a5	-
3505568	-3.5147343745636705	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3505568	-2.113396355425135	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3505580	-2.1010112640943106	c82546fa-0b64-403a-a249-fbb871a59d07	+
3505580	-3.6868839654253147	421fce76-3e99-4738-81a0-663bafd97498	+
3505580	-4.4588681120674964	0cad7c09-525e-4ee0-b322-844abc6a6f22	+
3505580	-3.1198955029410778	8386596c-ff56-4032-b54e-8f062c194b16	+
3505580	-2.9473839559227586	466215ec-9922-4e12-a429-2be1d99af3ee	+
3505580	0.1026721379804949	21a26cb9-0be2-4670-8694-a3cee91d49b8	+
3505580	-3.164639837038646	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3505580	-2.599406136537824	658a369c-1af7-4f75-bdff-bf63ce168445	+
3505580	-2.3071619118284055	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3505580	-2.6343689608580765	f47cefa7-6517-48b7-96c1-2dffec98d965	+
3505580	-3.048133343586775	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3505580	-2.0829146074910443	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	+
3505580	-1.6333577345424986	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3505580	0.09058847194517362	326ca800-e7d2-4bc7-a4f5-373d2913ba29	+
