Chr	Pos	Strand	Log.like.ratio	Read_ID
NC_000913.3	3502324	+	3.03	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502338	+	1.01	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502363	+	7.13	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502373	+	7.13	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502390	+	16.08	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502397	+	16.08	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502408	+	-1.9	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502420	+	3.27	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502423	+	3.27	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502429	+	3.27	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502441	+	0.09	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502445	+	0.09	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502449	+	0.09	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502453	+	0.09	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502455	+	0.09	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502459	+	0.09	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502461	+	0.09	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502464	+	0.09	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502476	+	4.43	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502480	+	4.43	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502500	+	2.96	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502506	+	2.96	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502512	+	2.96	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502524	+	-2.81	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502531	+	-2.81	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502539	+	-2.81	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502552	+	7.98	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502560	+	7.98	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502579	+	1.03	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502592	+	4.84	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502595	+	4.84	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502597	+	4.84	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502606	+	4.84	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502623	+	1.77	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502648	+	6.15	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502650	+	6.15	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502659	+	6.15	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502669	+	6.15	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502671	+	6.15	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502678	+	6.15	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502680	+	6.15	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502692	+	1.2	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502715	+	1.92	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502735	+	2.86	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502750	+	6.25	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502752	+	6.25	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502762	+	6.25	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502780	+	3.38	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502785	+	3.38	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502791	+	3.38	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502794	+	3.38	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502803	+	3.38	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502807	+	3.38	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502810	+	3.38	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502839	+	-0.48	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502845	+	-0.48	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502857	+	4.31	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502860	+	4.31	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502862	+	4.31	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502879	+	3.23	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502888	+	3.23	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502890	+	3.23	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502893	+	3.23	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502905	+	3.19	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502911	+	3.19	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502927	+	1.88	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502939	+	-5.22	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502949	+	-5.22	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502966	+	12.69	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502972	+	12.69	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502975	+	12.69	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502984	+	12.69	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3502989	+	12.69	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503019	+	3.99	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503024	+	3.99	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503036	+	1.82	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503038	+	1.82	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503051	+	0.4	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503073	+	2.07	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503088	+	-0.16	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503101	+	3.29	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503120	+	8.9	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503127	+	8.9	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503135	+	8.9	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503141	+	8.9	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503143	+	8.9	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503145	+	8.9	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503154	+	8.9	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503180	+	5.64	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503187	+	5.64	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503190	+	5.64	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503199	+	5.64	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503202	+	5.64	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503213	+	2.16	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503228	+	2.69	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503238	+	2.69	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503246	+	2.69	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503258	+	-0.47	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503272	+	5.55	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503277	+	5.55	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503288	+	1.8	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503313	+	1.58	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503322	+	1.58	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503346	+	7.31	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503350	+	7.31	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503358	+	7.31	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503361	+	7.31	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503381	+	8.99	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503388	+	8.99	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503391	+	8.99	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503397	+	8.99	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503421	+	8.59	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503431	+	8.59	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503433	+	8.59	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503442	+	8.59	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503451	+	8.59	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503457	+	8.59	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503466	+	8.59	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503493	+	-0.74	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503504	+	0.45	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503523	+	1.36	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503525	+	1.36	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503543	+	6.61	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503550	+	6.61	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503568	+	-5.54	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503573	+	-5.54	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503586	+	10.34	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503592	+	10.34	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503601	+	10.34	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503618	+	-0.17	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503639	+	6.56	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503646	+	6.56	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503664	+	17.91	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503669	+	17.91	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503679	+	17.91	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503684	+	17.91	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503689	+	17.91	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503705	+	0.37	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503716	+	2.94	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503721	+	2.94	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503741	+	0.02	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503754	+	0.98	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503775	+	1.85	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503777	+	1.85	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503788	+	0.55	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503804	+	5.88	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503810	+	5.88	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503817	+	5.88	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503832	+	6.85	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503840	+	6.85	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503850	+	6.85	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503862	+	-1.4	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503873	+	-0.89	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503888	+	20.49	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503894	+	20.49	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503900	+	20.49	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503909	+	20.49	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503912	+	20.49	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503916	+	20.49	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503918	+	20.49	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503921	+	20.49	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503940	+	0.97	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503959	+	-0.18	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503965	+	-0.18	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503979	+	6.95	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3503985	+	6.95	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504000	+	-1.01	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504007	+	-1.01	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504020	+	-2.13	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504047	+	1.12	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504062	+	2.72	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504067	+	2.72	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504090	+	11.28	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504096	+	11.28	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504100	+	11.28	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504106	+	11.28	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504123	+	1.3	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504125	+	1.3	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504144	+	0.79	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504162	+	-2.26	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504168	+	-2.26	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504189	+	-0.53	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504196	+	-0.53	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504208	+	2.29	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504222	+	2.86	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504237	+	7.71	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504240	+	7.71	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504250	+	7.71	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504297	+	0.62	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504324	+	3.97	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504333	+	3.97	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504350	+	-0.77	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504353	+	-0.77	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504369	+	9.8	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504379	+	9.8	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504387	+	9.8	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504390	+	9.8	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504392	+	9.8	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504395	+	9.8	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504402	+	9.8	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504420	+	0.99	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504429	+	0.99	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504448	+	2.71	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504462	+	1.83	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504473	+	3.31	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504500	+	5.73	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504506	+	5.73	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504508	+	5.73	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504534	+	-0.48	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504537	+	-0.48	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504571	+	-0.96	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504581	+	-0.96	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504583	+	-0.96	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504594	+	0.96	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504609	+	4.68	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504621	+	12.03	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504628	+	12.03	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504632	+	12.03	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504654	+	7.42	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504663	+	7.42	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504668	+	7.42	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504676	+	7.42	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504690	+	1.95	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504713	+	-0.45	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504720	+	-0.45	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504726	+	-0.45	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504739	+	3.41	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504741	+	3.41	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504748	+	3.41	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504785	+	1.85	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504792	+	1.85	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504803	+	12.98	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504812	+	12.98	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504818	+	12.98	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504821	+	12.98	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504830	+	12.98	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504832	+	12.98	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504849	+	-0.52	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504853	+	-0.52	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504887	+	6.3	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504896	+	6.3	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504905	+	6.3	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504920	+	0.25	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504957	+	4.52	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504966	+	4.52	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504974	+	4.52	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504985	+	4.37	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504990	+	4.37	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3504995	+	4.37	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505005	+	4.37	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505010	+	4.37	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505034	+	5.18	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505041	+	5.18	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505046	+	5.18	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505051	+	5.18	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505059	+	5.18	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505070	+	-0.09	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505073	+	-0.09	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505088	+	5.03	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505103	+	1.96	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505120	+	8.08	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505122	+	8.08	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505130	+	8.08	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505150	+	0.42	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505157	+	0.42	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505171	+	0.59	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505187	+	5.59	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505193	+	5.59	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505208	+	1.6	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505210	+	1.6	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505223	+	4.83	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505229	+	4.83	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505237	+	4.83	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505257	+	0.7	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505280	+	2.29	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505282	+	2.29	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505295	+	4.94	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505311	+	0.86	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505325	+	5.4	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505333	+	5.4	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505351	+	13.5	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505354	+	13.5	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505364	+	13.5	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505369	+	13.5	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505371	+	13.5	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505377	+	13.5	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505396	+	4.39	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505399	+	4.39	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505451	+	3.71	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505460	+	3.71	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505462	+	3.71	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505465	+	3.71	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505477	+	2.02	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505482	+	2.02	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505499	+	1.27	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
NC_000913.3	3505513	+	1.74	0611ff05-0213-4afb-b1de-b5c23b4ba2d9
